0.949521	-1.360789	-2.310310	31	Human T-lymphotropic virus type 1 (HTLV-1) is a complex retrovirus that infects CD4 ϩ T lymphocytes.
0.817751	-3.137086	-3.954838	31	Puumala orthohantavirus (PUUV) is an enveloped virus with a tri-segmented negativestrand RNA genome.
0.772379	-1.950206	-2.722586	39	Human herpesvirus 7 (HHV-7) is a widely prevalent betaherpesvirus with an in vitro tropism for CD4 ϩ T lymphocytes (reviewed in reference 5).
0.642129	-2.212862	-2.854990	42	The Epstein-Barr virus (EBV) transactivator protein (ZEBRA) is an immediate-early protein that plays an important role in the switch from latency to productive cycle in EBV virus.
0.608333	-2.359652	-2.967986	32	Equine infectious anemia virus (EIAV) is a macrophagetropic lentivirus that causes persistent infections in horses (7,31).
0.605889	-1.956626	-2.562516	38	Hepatitis C virus (HCV) 7 is a positive sense single-stranded RNA (ϳ9.6 kb) virus, belonging to the Flaviviridae family.
0.602580	-2.892476	-3.495056	34	APOBEC3G (A3G) is a host restriction factor that inhibits HIV-1 replication by inducing lethal hypermutation and inhibiting reverse transcription and integration.
0.579372	-3.078068	-3.657440	33	The Ras-GAP SH3 domain-binding protein (G3BP) is an RNAbinding protein that acts as an effector for the formation of SGs.
0.552223	-2.087176	-2.639399	47	R ubella virus (RUBV) is a positive-strand RNA virus with an ϳ10-kb genome that belongs to the Togaviridae family and is the sole member of the Rubivirus genus.
0.548472	-2.240266	-2.788738	37	H uman immunodeficiency virus type 1 (HIV-1) causes a slow and progressive disease course characterized by a gradual decline in CD4 ϩ T helper cell numbers.
0.533247	-2.651872	-3.185119	35	Simian virus 40 (SV40) large T antigen is a viral protein that interacts with tumor suppressors and is capable of transforming both primary and established cell lines (15).
0.517716	-2.655893	-3.173608	33	Latent membrane protein-1 (LMP-1) is an essential viral membrane protein required for immortalization by EBV and acts by regulating key cell signaling pathways.
0.491610	-3.347826	-3.839436	29	V iral protein R (Vpr) is an accessory protein common to all primate lentiviruses whose role in viral replication remains unclear.
0.477176	-3.053396	-3.530572	59	Friend virus (FV) is a highly leukemogenic and immunosuppressive mouse retrovirus complex composed of replicationcompetent Friend murine leukemia virus (F-MuLV) and replication-defective but acutely transforming Friend spleen focus-forming virus (SFFV).
0.471731	-2.526438	-2.998168	30	Chemokine (C-C motif) ligand 2 (CCL2) is an important cytokine in the spike-ACE2 signalling pathway.
0.465410	-2.599456	-3.064866	47	Kaposi's sarcoma-associated herpesvirus (KSHV) DNA polymerase processiv ity factor, ORF59, is a lytic protein essential for viral DNA synthesis as part of the core replication complex.
0.459484	-2.997425	-3.456909	22	Lagos bat virus (LBV) is a phylogroup II lyssavirus exclusively found in Africa.
0.458960	-2.614099	-3.073058	25	The nonstructural protein 3 (NS3) of JEV is a multifunctional protein of 619 amino acid residues.
0.457727	-2.060324	-2.518052	33	Sodium taurocholate cotransporting polypeptide (NTCP) is a functional receptor for hepatitis B virus (HBV) entry.
0.452130	-2.977648	-3.429778	40	The large T antigen (LT) of SV40 is a 708-residue viral protein that plays essential roles in promoting productive viral infection and cellular transformation (1,2,8,10).
0.443848	-1.858422	-2.302269	39	Hepatitis B virus (HBV) is an enveloped, partly doublestranded DNA virus with approximately 3,200 base pairs belonging to the family Hepadnaviridae.
0.430967	-2.186446	-2.617413	21	Kyasanur Forest Disease (KFD) is an acute viral hemorrhagic fever affecting humans and monkeys.
0.430036	-2.340787	-2.770823	41	Viral protein U (Vpu) of HIV-1 (and SIV cpz ) is an integral membrane protein found predominantly in the endoplasmic reticulum (ER) and Golgi.
0.427254	-3.012695	-3.439949	24	The hepatitis B virus X protein (HBx) is a broadly acting transactivator implicated in the development of liver cancer.
0.426598	-2.161333	-2.587930	30	Hepatitis B virus (HBV) is a partially circular doublestranded DNA virus with a limited host range and high species specificity.
0.421182	-2.320079	-2.741261	26	H epatitis E virus (HEV) is an RNA virus that belongs to the genus Orthohepevirus A.
0.415896	-1.897115	-2.313011	61	Poly(ADP-ribose) polymerase 1 (PARP-1) is a sensor protein that belongs to a large family of PARP proteins and detects various types of DNA lesions, including singlestrand DNA breaks, double-strand DNA breaks, and others (4)(5)(6).
0.413968	-2.170493	-2.584462	36	CC chemokine receptor 5 (CCR5) is a receptor for chemokines and the coreceptor for R5 HIV-1 entry into CD4 + T lymphocytes.
0.406484	-2.315893	-2.722377	27	Caveolin-1 (Cav-1) is a major protein constituent of caveolae, a type of plasma membrane raft.
0.404961	-2.572529	-2.977489	32	APOBEC3G (A3G) is a host-encoded protein that potently restricts the infectivity of a broad range of retroviruses.
0.403737	-2.738262	-3.142000	30	Adult T cell leukemia (ATL) is typically characterised by expansion of a single dominant malignantly transformed HTLV-1-infected clone.
0.400532	-3.024227	-3.424759	67	Human immunoficiency virus type 1 (HIV-1) Vpr is a 96amino-acid, 14-kDa protein that is expressed in infected cells in a Rev-dependent manner and is packaged into new virions through its interaction with the p6 region of the p55 gag precursor (6,51,75).
0.388061	-2.831211	-3.219272	25	The HIV-1 Rev response element (RRE) is a cis-acting RNA element characterized by multiple stem-loops.
0.387271	-2.906294	-3.293564	36	The Negative Regulator of Splicing (NRS) is a 230 nt, cis-acting RNA sequence contained within the gag gene of Rous sarcoma virus (RSV).
0.382234	-2.863573	-3.245807	46	The HTLV-1 Tax oncoprotein (Tax1) is a transactivator of viral transcription and also induces the expression of a variety of cellular genes by activation of the NF-B and CREB/ATF pathways.
0.380885	-4.730485	-5.111371	19	Autocrine motilty factor (AMF) is a cytoline which stimulates tumor cell motility.
0.371678	-2.083995	-2.455673	20	C-C motif chemokine receptor 2 (CCR2) is a G protein coupled receptor.
0.370514	-2.466707	-2.837221	27	APOBEC3G (A3G) is an antiviral protein that binds RNA and single-stranded DNA (ssDNA).
0.370074	-2.862485	-3.232559	45	Interleukin 28B is a Type 1 helper (Th1) cytokine that belongs to the type-III IFN family, a class-II cytokine receptor ligand, and also named IFN-k.
0.366117	-2.663818	-3.029935	40	The heat shock protein 90 (Hsp90) is a chaperone involved in the activation and stability of TBK1 in both RNA-and DNA-sensing signaling pathways (108,109).
0.362238	-2.689741	-3.051979	38	Turnip crinkle virus (TCV) is a small icosahedral virus with a monopartite genome that infects a broad range of dicotyl- edonous plants.
0.360417	-2.040127	-2.400544	41	Human immunodeficiency virus-1 (HIV-1) Vpr is a 14-kDa multifunctional protein that is detected in the nucleus, mitochondria, and in mature viral particles.
0.356625	-3.110181	-3.466806	33	TRALI is defined as new acute lung injury (ALI) that occurs during or within 6 h of transfusion, not explained by another ALI risk factor.
0.348885	-2.979303	-3.328188	40	Resiquimod (R848) is an imidazoquinoline compound with potent antiviral activity and functions through the TLR7/TLR8 MyD88-dependent signaling pathway.
0.345164	-2.629736	-2.974900	26	Alternative splicing (AS) is an important mRNA maturation step that allows increased variability and diversity of proteins in eukaryotes.
0.344812	-3.044116	-3.388928	48	Avian myeloblastosis virus (AMV) is an acute transform- ing virus which arose in nature by recombination of the nondefective avian leukosis virus with chicken cellular se- quences (3,24).
0.338456	-1.674415	-2.012870	42	Human immunodeficiency virus type 1 (HIV-1) viral protein R (Vpr) is a virion-associated protein that transactivates the HIV-1 long terminal repeat (LTR).
0.337490	-2.277695	-2.615185	50	Cidofovir (CDV) is an acyclic phosphonate analog of CMP (or dCMP) with potent in vitro and in vivo activity against a broad spectrum of herpesviruses (3,4,12).
0.334542	-2.019265	-2.353808	27	S100 calcium-binding protein A9 (S100A9) is a member of the S100 family of calcium-binding proteins.
